ITR,FILE_NAME,FSCORE,PRECISION,RECALL,ACCURACY,SK_THRESHOLD,ALPHA,ORIG_CONTRIB,SEG_THRESHOLD
2783,14_test.tif,0.757,0.811,0.71,0.963,80,7.5,0.5,16
2784,14_test.tif,0.723,0.859,0.625,0.961,60,8.5,0.7,18
2785,14_test.tif,0.748,0.847,0.67,0.964,60,9.0,0.3,24
2786,14_test.tif,0.745,0.846,0.665,0.963,60,9.0,0.5,24
2787,14_test.tif,0.752,0.837,0.682,0.964,80,6.5,0.3,10
2788,14_test.tif,0.746,0.848,0.665,0.963,80,9.0,0.3,22
2789,14_test.tif,0.765,0.816,0.72,0.964,80,6.0,0.1,10
2790,14_test.tif,0.759,0.833,0.697,0.964,60,7.5,0.3,16
2791,14_test.tif,0.701,0.887,0.579,0.96,80,9.0,0.1,10
2792,14_test.tif,0.713,0.867,0.606,0.961,80,9.5,0.7,22
2793,14_test.tif,0.754,0.835,0.687,0.964,60,8.5,0.5,22
2794,14_test.tif,0.647,0.894,0.507,0.955,60,8.5,0.9,14
2795,14_test.tif,0.762,0.722,0.807,0.959,60,7.0,0.1,24
2796,14_test.tif,0.709,0.831,0.618,0.959,80,8.0,0.9,14
2797,14_test.tif,0.255,0.147,0.939,0.556,80,6.5,0.9,16
2798,14_test.tif,0.766,0.757,0.776,0.962,80,7.0,0.1,20
2799,14_test.tif,0.686,0.876,0.564,0.958,80,8.0,0.9,12
2800,14_test.tif,0.638,0.913,0.49,0.955,60,8.5,0.7,12
2801,14_test.tif,0.711,0.828,0.623,0.959,80,7.5,0.9,12
2802,14_test.tif,0.766,0.798,0.736,0.964,80,8.0,0.1,24
2803,14_test.tif,0.648,0.893,0.508,0.955,60,8.0,0.9,12
2804,14_test.tif,0.694,0.853,0.585,0.958,60,7.5,0.9,12
2805,14_test.tif,0.678,0.893,0.547,0.958,80,9.0,0.7,14
2806,14_test.tif,0.761,0.717,0.81,0.959,60,7.0,0.3,22
2807,14_test.tif,0.659,0.894,0.522,0.956,80,8.0,0.9,10
2808,14_test.tif,0.721,0.625,0.851,0.947,60,6.0,0.1,18
2809,14_test.tif,0.308,0.185,0.915,0.667,80,7.5,0.9,22
2810,14_test.tif,0.511,0.354,0.924,0.857,60,6.5,0.5,22
2811,14_test.tif,0.716,0.884,0.601,0.961,60,8.5,0.1,12
2812,14_test.tif,0.753,0.693,0.823,0.956,80,6.5,0.5,16
2813,14_test.tif,0.752,0.691,0.824,0.956,80,7.0,0.5,20
2814,14_test.tif,0.738,0.856,0.649,0.963,80,8.5,0.1,16
2815,14_test.tif,0.736,0.858,0.645,0.963,80,8.0,0.3,14
2816,14_test.tif,0.221,0.125,0.974,0.445,60,6.0,0.9,18
2817,14_test.tif,0.72,0.623,0.853,0.946,80,7.0,0.5,22
2818,14_test.tif,0.74,0.862,0.648,0.963,60,7.5,0.1,12
2819,14_test.tif,0.217,0.122,0.98,0.427,60,6.0,0.9,24
2820,14_test.tif,0.638,0.916,0.489,0.955,60,8.5,0.5,10
2821,14_test.tif,0.739,0.842,0.659,0.962,60,8.5,0.7,20
2822,14_test.tif,0.704,0.673,0.737,0.95,80,8.0,0.9,18
2823,14_test.tif,0.714,0.825,0.63,0.959,80,9.5,0.9,24
2824,14_test.tif,0.735,0.652,0.844,0.951,80,6.5,0.1,22
2825,14_test.tif,0.742,0.822,0.676,0.962,80,7.5,0.7,14
2826,14_test.tif,0.756,0.748,0.764,0.96,80,6.0,0.7,10
2827,14_test.tif,0.72,0.869,0.614,0.961,80,9.0,0.5,18
2828,14_test.tif,0.745,0.847,0.665,0.963,60,7.5,0.5,14
2829,14_test.tif,0.702,0.677,0.729,0.95,60,8.5,0.9,22
2830,14_test.tif,0.764,0.823,0.714,0.964,60,7.5,0.1,18
2831,14_test.tif,0.732,0.858,0.637,0.962,80,9.0,0.5,20
2832,14_test.tif,0.753,0.715,0.794,0.958,80,7.0,0.7,16
2833,14_test.tif,0.722,0.872,0.615,0.962,80,8.0,0.3,12
2834,14_test.tif,0.684,0.895,0.554,0.959,80,9.0,0.3,10
2835,14_test.tif,0.75,0.845,0.675,0.964,60,6.5,0.3,10
2836,14_test.tif,0.64,0.898,0.498,0.955,60,9.0,0.9,16
2837,14_test.tif,0.616,0.473,0.882,0.911,80,6.5,0.7,16
2838,14_test.tif,0.701,0.884,0.581,0.96,60,9.5,0.5,20
2839,14_test.tif,0.754,0.728,0.782,0.959,60,8.0,0.7,24
2840,14_test.tif,0.678,0.553,0.877,0.933,60,7.0,0.5,24
2841,14_test.tif,0.77,0.775,0.765,0.963,60,6.5,0.1,16
2842,14_test.tif,0.708,0.872,0.596,0.96,60,8.0,0.7,14
2843,14_test.tif,0.621,0.922,0.468,0.954,60,9.5,0.5,12
2844,14_test.tif,0.732,0.864,0.635,0.962,80,9.5,0.1,20
2845,14_test.tif,0.764,0.735,0.796,0.96,80,7.0,0.1,22
2846,14_test.tif,0.744,0.852,0.66,0.963,80,9.5,0.1,24
2847,14_test.tif,0.686,0.877,0.563,0.958,80,8.5,0.9,14
2848,14_test.tif,0.223,0.126,0.973,0.45,80,6.5,0.9,22
2849,14_test.tif,0.693,0.883,0.57,0.959,80,9.0,0.7,16
2850,14_test.tif,0.686,0.894,0.557,0.959,80,9.5,0.3,12
2851,14_test.tif,0.7,0.706,0.694,0.952,60,7.0,0.9,12
2852,14_test.tif,0.671,0.548,0.865,0.931,60,7.5,0.7,24
2853,14_test.tif,0.656,0.519,0.892,0.924,80,6.0,0.3,18
2854,14_test.tif,0.696,0.892,0.571,0.96,60,8.5,0.3,12
2855,14_test.tif,0.479,0.335,0.84,0.852,80,7.5,0.9,18
2856,14_test.tif,0.733,0.857,0.64,0.962,80,9.5,0.5,24
2857,14_test.tif,0.729,0.865,0.63,0.962,80,9.0,0.3,18
2858,14_test.tif,0.321,0.195,0.906,0.69,80,6.5,0.9,14
2859,14_test.tif,0.747,0.848,0.667,0.963,80,8.5,0.1,18
2860,14_test.tif,0.658,0.903,0.518,0.957,80,9.5,0.5,10
2861,14_test.tif,0.756,0.782,0.732,0.962,80,8.0,0.7,20
2862,14_test.tif,0.696,0.888,0.572,0.96,60,8.5,0.5,14
2863,14_test.tif,0.725,0.865,0.625,0.962,80,8.5,0.5,16
2864,14_test.tif,0.764,0.805,0.727,0.964,80,6.0,0.3,10
2865,14_test.tif,0.755,0.84,0.685,0.964,60,8.0,0.1,18
2866,14_test.tif,0.667,0.902,0.529,0.957,80,9.0,0.5,10
2867,14_test.tif,0.696,0.881,0.576,0.959,80,8.5,0.7,14
2868,14_test.tif,0.75,0.84,0.678,0.964,80,7.5,0.3,14
2869,14_test.tif,0.715,0.868,0.608,0.961,60,9.5,0.7,24
2870,14_test.tif,0.219,0.123,0.978,0.436,80,6.0,0.9,20
2871,14_test.tif,0.706,0.879,0.59,0.96,80,9.0,0.5,16
2872,14_test.tif,0.226,0.128,0.966,0.464,80,6.5,0.9,20
2873,14_test.tif,0.719,0.621,0.854,0.946,80,6.0,0.1,18
2874,14_test.tif,0.693,0.895,0.565,0.959,60,8.0,0.3,10
2875,14_test.tif,0.679,0.891,0.549,0.958,60,9.5,0.7,20
2876,14_test.tif,0.693,0.89,0.568,0.959,80,8.5,0.3,10
2877,14_test.tif,0.767,0.813,0.726,0.964,60,7.0,0.1,16
2878,14_test.tif,0.711,0.609,0.856,0.944,60,6.5,0.5,18
2879,14_test.tif,0.631,0.915,0.481,0.954,60,8.0,0.7,10
2880,14_test.tif,0.676,0.901,0.541,0.958,60,9.5,0.3,14
2881,14_test.tif,0.736,0.846,0.651,0.962,80,9.0,0.7,22
2882,14_test.tif,0.621,0.474,0.903,0.911,60,6.5,0.3,24
2883,14_test.tif,0.588,0.924,0.431,0.951,60,9.5,0.9,14
2884,14_test.tif,0.769,0.806,0.735,0.964,60,8.0,0.3,24
2885,14_test.tif,0.723,0.869,0.619,0.962,60,8.0,0.5,14
2886,14_test.tif,0.668,0.903,0.53,0.957,60,8.5,0.5,12
2887,14_test.tif,0.759,0.807,0.717,0.963,80,8.5,0.5,24
2888,14_test.tif,0.762,0.821,0.712,0.964,80,7.0,0.1,14
2889,14_test.tif,0.757,0.76,0.754,0.961,60,8.0,0.7,22
2890,14_test.tif,0.614,0.465,0.902,0.908,80,6.0,0.5,16
2891,14_test.tif,0.712,0.87,0.602,0.961,60,7.5,0.7,12
2892,14_test.tif,0.252,0.145,0.971,0.535,60,6.0,0.5,22
2893,14_test.tif,0.67,0.895,0.535,0.957,60,8.5,0.7,14
2894,14_test.tif,0.707,0.881,0.591,0.96,80,9.0,0.3,14
2895,14_test.tif,0.69,0.883,0.566,0.959,60,9.0,0.7,18
2896,14_test.tif,0.73,0.866,0.631,0.962,80,8.0,0.1,12
2897,14_test.tif,0.728,0.76,0.698,0.958,80,9.0,0.9,24
2898,14_test.tif,0.599,0.929,0.442,0.952,60,9.5,0.5,10
2899,14_test.tif,0.75,0.847,0.674,0.964,60,7.5,0.1,14
2900,14_test.tif,0.293,0.174,0.948,0.631,80,6.0,0.7,16
2901,14_test.tif,0.612,0.922,0.458,0.953,60,9.5,0.7,14
2902,14_test.tif,0.22,0.124,0.976,0.441,80,6.5,0.9,24
2903,14_test.tif,0.624,0.482,0.882,0.914,80,7.0,0.7,20
2904,14_test.tif,0.581,0.928,0.423,0.951,60,8.5,0.9,10
2905,14_test.tif,0.733,0.85,0.644,0.962,80,8.5,0.7,18
2906,14_test.tif,0.252,0.145,0.971,0.534,80,6.0,0.5,22
2907,14_test.tif,0.715,0.874,0.605,0.961,60,9.5,0.5,22
2908,14_test.tif,0.717,0.878,0.607,0.961,80,8.0,0.1,10
2909,14_test.tif,0.743,0.855,0.656,0.963,60,9.0,0.3,22
2910,14_test.tif,0.667,0.535,0.884,0.929,80,6.0,0.1,20
2911,14_test.tif,0.709,0.877,0.595,0.961,80,8.5,0.5,14
2912,14_test.tif,0.763,0.825,0.71,0.964,60,6.5,0.1,12
2913,14_test.tif,0.452,0.3,0.914,0.821,60,6.0,0.7,14
2914,14_test.tif,0.739,0.855,0.651,0.963,80,9.5,0.3,24
2915,14_test.tif,0.674,0.895,0.541,0.958,80,8.0,0.7,10
2916,14_test.tif,0.763,0.807,0.724,0.964,80,6.5,0.3,12
2917,14_test.tif,0.217,0.122,0.98,0.427,80,6.0,0.9,24
